id,nom,departement_code,departement_nom,type_zone,niveau,niveau_label,severity,debut,fin,arrete_numero,detail,date_maj
1862160,Z4-151-32 - Rivière Midour réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Midou réalimenté Charros</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z4-151-32 - Rivière Midour réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862125,ZA1 - Rigoles et rivières Boues réalimentées,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rigoles et rivières Boues réalimentées</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862129,ZA3c - Rivière Auzoue réalimentée,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA3c - Rivière Auzoue réalimentée</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862130,ZA1 - Rivière Baïsole réalimentée,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 6 juin 2026 au 31 oct. 2026<br><small>Zone : BV du système Neste</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rivière Baïsole réalimentée</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862131,ZA1 - Rigoles et rivières Gimone réalimentées,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux souterraines</b><br><span style=""background:maroon;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Crise</span><br>depuis le 27 juin 2026<br><small>Zone : Part - Zone 84 - GIMONE  AFFLUENTS</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rigoles et rivières Gimone réalimentées</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862162,Z1-222-32 - Bassin versant de l'Arros non réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : BV de l'Arros et de l'Estéous</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z1-222-32 - Bassin versant de l'Arros non réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862148,Adour,32,Gers,AEP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-06-26-00005-AEP,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : BV de l'Adour</small><br><br><b>Eaux de surface</b><br><span style=""background:red;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte renforcée</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z4-151-32 - Bassin versant du Midour non réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862149,Neste,32,Gers,AEP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-06-26-00005-AEP,"<b>Eaux souterraines</b><br><span style=""background:maroon;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Crise</span><br>depuis le 27 juin 2026<br><small>Zone : Part - Zone 82 - ARRATS  AFFLUENTS</small><br><br><b>Eaux de surface</b><br><span style=""background:maroon;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Crise</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA4i - Bassin du Gers non réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862120,ZA1 - Rigoles et rivieres Arrats réalimentées,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux souterraines</b><br><span style=""background:maroon;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Crise</span><br>depuis le 27 juin 2026<br><small>Zone : Part - Zone 82 - ARRATS  AFFLUENTS</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rigoles et rivieres Arrats réalimentées</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862134,ZA1 - Rivière Petite Baïse réalimentée,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 6 juin 2026 au 31 oct. 2026<br><small>Zone : BV du système Neste</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rivière Petite Baïse réalimentée</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862135,ZA1 - Rivière Gèze réalimentée,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 6 juin 2026 au 31 oct. 2026<br><small>Zone : BV du système Neste</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rivière Gèze réalimentée</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862147,ZA1 - Rivière Gers réalimentée,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,32-2026-2026-06-26-00004-MN,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 6 juin 2026 au 31 oct. 2026<br><small>Zone : BV du système Neste</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : ZA1 - Rivière Gers réalimentée</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Neste</small>",1 juil. 2026
1862150,Z1-221-32 - Rivière Adour réalimenté - Canal de Tarsaguet,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z1-221-32 - Rivière Adour réalimenté - Canal de Tarsaguet</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862151,Z1-221-32 - Rivière Adour réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : BV de l'Adour</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z1-221-32 - Rivière Adour réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862153,Z4-151-32 - Rivière Le Petit Midour réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z4-151-32 - Rivière Le Petit Midour réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862154,Z1-221-32 - Complexe Cassagnac - rivière Adour réalimentée,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z1-221-32 - Complexe Cassagnac - rivière Adour réalimentée</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862157,Z1-222- 32 - Rivière L'Arros réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : BV de l'Arros et de l'Estéous</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z1-222- 32 - Rivière L'Arros réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862158,Z1-222-32 - Rivière Estous Alaric 32 réalimenté - Adour réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : BV du canal d'Alaric</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z1-222-32 - Rivière Estous Alaric 32 réalimenté - Adour réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862159,Z4-150-32 - Rivière La Douze réalimenté,32,Gers,SUP,vigilance,Vigilance,1,2026-06-27,2026-10-31,2026-XX-XXXX-AMD,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Douze - Réalimentation Cazaubon</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Z4-150-32 - Rivière La Douze réalimenté</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Adour</small>",1 juil. 2026
1862526,Zone AEP départementale,33,Gironde,AEP,vigilance,Vigilance,1,2026-06-24,,SEN/2026/06/23-650,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 27 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin du Ciron-40</small><br><br><b>Eaux de surface</b><br><span style=""background:red;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte renforcée</span><br>depuis le 24 juin 2026<br><small>Zone : ZA Virvée-Moron</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 24 juin 2026<br><small>Zone : Zone AEP départementale</small>",1 juil. 2026
1862589,Bassin versant de l’Aude aval,34,Hérault,SUP,vigilance,Vigilance,1,2026-06-05,2026-10-31,DDTM34-2026-06-17151,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small>",1 juil. 2026
1862618,Bassin versant de l’Aude aval,34,Hérault,SOU,vigilance,Vigilance,1,2026-06-05,2026-10-31,DDTM34-2026-06-17151,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small>",1 juil. 2026
1862619,Bassin versant de l’Aude aval,34,Hérault,AEP,vigilance,Vigilance,1,2026-06-05,2026-10-31,DDTM34-2026-06-17151,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 5 juin 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l’Aude aval</small>",1 juil. 2026
1862814,Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes_ZA_ESO,35,Ille-et-Vilaine,SUP,vigilance,Vigilance,1,2026-06-26,,1,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 26 juin 2026<br><small>Zone : Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes_ZA_ESO</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 26 juin 2026<br><small>Zone : Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes_ZA_ESO</small><br><br><b>Eau du robinet</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 26 juin 2026<br><small>Zone : Secteur B - Couesnon et Vilaine</small>",1 juil. 2026
1862823,Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes_ZA_ESO,35,Ille-et-Vilaine,SOU,vigilance,Vigilance,1,2026-06-26,,1,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 26 juin 2026<br><small>Zone : Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes_ZA_ESO</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 26 juin 2026<br><small>Zone : Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes_ZA_ESO</small><br><br><b>Eau du robinet</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 26 juin 2026<br><small>Zone : Secteur B - Couesnon et Vilaine</small>",1 juil. 2026
1862839,Théols,36,Indre,SOU,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Théols</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Théols</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Théols</small>",1 juil. 2026
1862841,Indre aval,36,Indre,SOU,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Indre aval</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Indre aval</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Indre aval</small>",1 juil. 2026
1862847,Théols,36,Indre,SUP,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Théols</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Théols</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Théols</small>",1 juil. 2026
1862845,Claise,36,Indre,SOU,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Claise</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Claise</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Claise</small>",1 juil. 2026
1862840,Claise,36,Indre,SUP,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Claise</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Claise</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Claise</small>",1 juil. 2026
1862842,Indrois-Tourmente,36,Indre,SUP,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Indrois-Tourmente</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Indrois-Tourmente</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Indrois-Tourmente</small>",1 juil. 2026
1862838,Fouzon,36,Indre,SUP,vigilance,Vigilance,1,2026-06-27,,36-2026-06-24-00001,"<b>Eaux souterraines</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Fouzon</small><br><br><b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Fouzon</small><br><br><b>Eau du robinet</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 27 juin 2026<br><small>Zone : Fouzon</small>",1 juil. 2026
